resultString,participantGuid,participantGroup
"['BG,0,1498504352.60867','FG,0,1498505222.5555','BG,0,1498505361.85686','FG,0,1498505377.59759','BG,0,1498505379.00667','FG,0,1498505379.36261','TB,0,1498505797.29455','TF,0,149850799.18022','TPC,0,1498505801.96457','TBP,0,1498505804.4815','TFP,0,1498505807.46665','BG,0,1498505928.53436','FG,0,1498505934.97596','P,3865,1498506042.84025','C,3865,1498506044.16003&qot;,'BG,0,1498506260.97122','FG,0,1498508673.70733','BG,0,1498508675.90642','FG,0,1498509709.92703','B,7628,1498509716.46016','B,7517,1498509717.73677','P,7326,1498509719.80825','C7326,1498509722.84201','P,7355,1498509724.41089','FP,7355,1498509725.60897','FP,7514,1498509726.50905','FP,8366,1498509727.89324','FP,9054,1498509729.12527','F,9101,1498509729.81103','P9332,1498509729.9427','C,9332,1498509731.24638','FP,9340,1498509731.64524','FP,9491,1498509732.17809','FP,10536,1498509732.62752','F,11259,1498509733.16246','FP,11389,1498509733.56126',&quotFP,12032,1498509734.04607','FP,12624,1498509735.01353','FP,13229,1498509735.49542','F,14132,1498509735.59543','FP,14179,1498509735.96379','F,14327,1498509736.46254','F,14579,1498509737.51468&quot,'FP,14649,1498509738.48202','P,14649,1498509738.5491','C,14649,1498509738.6469','P,14714,1498509739.13316','C,14714,1498509739.58381','F,14722,1498509739.96587','F,14722,1498509740.01638&qut;,'F,14923,1498509740.86661','P,15014,1498509740.99895','FP,15014,1498509741.75037','FP,15023,1498509742.2842','FP,15023,1498509742.88394','FP,15023,1498509743.50118','F,15023,1498509744.1676','P,15023,1498509744.25315','F,15023,1498509744.80176','F,15202,1498509745.40148','F,15325,1498509745.86754','F,15394,1498509746.35233','F,15448,1498509746.78469','F,15453,149850974721959','F,15463,1498509747.66973','F,15471,1498509748.11995','F,15471,1498509748.56981','F,15489,1498509748.99443','F,15493,1498509749.38759','F,15500,1498509749.77207','F,15509,149850950.13731','F,15516,1498509750.53759','FP,15531,1498509751.172','P,15453,1498509752.15678','F,15453,1498509752.7229','FP,15453,1498509753.32265','FP,15448,1498509753.94001','F,15448,149809754.53982','P,15471,1498509755.99124','C,15471,1498509757.10943','F,15500,1498509758.27485']",89D589AC-D35B-4524-8707-15194794827C,1
,468BB389-F1A0-4EC3-89D9-6454FDB1DA30,0
,5990180A-C8CB-4507-A09E-E0FD1B63DFC4,2
"['P,101,1499810169.72988','C,101,1499810177.51231','P,146,1499810179.68181','C,146,1499810180.83105','B,175,1499810182.57921']",CA9F4AD8-CCD8-4D79-99FE-04774E18663D,4
[],8030040F-D2D4-41F1-8A42-F6F8F1486C73,0
,F9B79E1E-3B62-4FAA-80B7-AE171770EBD5,4
,C2FEC9D0-ED27-41E8-9DBF-AE7A6F34ECA8,1
"['TB,0,1501687442.08714','TF,0,1501687445.0197','TPC,0,1501687447.27858','TBP,0,1501687450.06942','TFP,0,1501687453.31722']",E5905C80-513D-446B-B818-1123B729B386,2
,FD03B8A9-82CA-49AE-8DD8-A69DE77DE94B,1
"['BG,0,1503255294.38599','FG,0,1503255320.43711','BG,0,1503255406.26781','FG,0,1503255536.64012','BG,0,1503255665.65422','FG,0,1503255689.57886','BG,0,1503255846.05209','FG,0,150325964.39531','TB,0,1503256921.15488','TF,0,1503256923.53819','TFP,0,1503256926.77438','TBP,0,1503256929.02401','TPC,0,1503256931.03444','BG,0,1503257071.76797','FG,0,1503257401.02203&quo;,'FP,2409,1503257412.90444','P,7659,1503257711.85506','C,7659,1503257713.3329','P,14447,1503258114.69769','C,14447,1503258117.26701','B,14467,1503258118.19687','B,14238,1503258119.54708&quo;]",4B56273B-A3A7-45D2-9657-F9BEF6F6FBE3,4
"['TB,0,1503273769.91916','TF,0,1503273771.90331','TBP,0,1503273774.2178','TFP,0,1503273777.2031','TPC,0,1503273779.54252','TB,0,1503273782.03664','B,185,1503273795.53783','B,889,153273846.46088','B,2061,1503273936.31892','B,2044,1503273937.24903','B,10673,1503274454.6919']",BE082390-E1D1-4789-8E23-03E578DC9F42,4
"['TPC,0,1503280387.01716','TFP,0,1503280389.05926','TBP,0,1503280392.1573','TB,0,1503280394.19078','TF,0,1503280397.65862','P,209,1503280412.79219','C,209,1503280414.56504','P,386,503280424.66223','C,386,1503280427.99188','B,1261,1503280476.14659','P,2398,1503280557.83066','C,2398,1503280563.18468','P,2969,1503280598.18258','C,2969,1503280604.78779','P,10525,150381050.40646','C,10525,1503281054.92362','P,10529,1503281055.65278','C,10529,1503281059.19991','P,10536,1503281060.17203','C,10536,1503281077.0513']",2A49407A-8315-4E33-B988-FC4D8D6E14B6,2
,E3AA8BA8-358F-466B-8E65-CE4E6885E39F,0
,E3AA8BA8-358F-466B-8E65-CE4E6885E39F,0
"['TB,0,1503533156.69503','TPC,0,1503533159.36503','TBP,0,1503533161.98079','TPC,0,1503533167.1623','TF,0,1503533169.67989','TF,0,1503533174.38029','BP,1503,1503533267.66734','B,143,1503533268.68202','B,1305,1503533269.98214','BP,6398,1503533585.36061','P,8148,1503533712.79345','C,8148,1503533723.09429','B,9874,1503533826.49236']",4C461377-D5F5-42A6-BBF9-4B20AF1CC34E,2
,B93FA9CF-D360-4CAC-891A-642619AD6D46,1
"['BG,0,1506448372.25744','FG,0,1506452572.14925','BG,0,1506452786.17563','FG,0,1506452786.6966','TF,0,1506453119.53385','BG,0,1506453259.31316','FG,0,1506453268.28782','B,2690,150653286.88058','B,2577,1506453287.59859','F,2520,1506453288.44716','B,2585,1506453289.54741','P,2556,1506453292.7459','C,2556,1506453293.61487','B,2702,1506453301.09995','B,2585,150645330.0973','B,2520,1506453302.68315','F,2383,1506453303.79864','F,2515,1506453304.21513','F,2564,1506453304.64866','F,2680,1506453305.09864','F,2849,1506453305.54829','F,2949,1506453305.9655','F,3308,1506453309.31537','BG,0,1506453440.82261','FG,0,1506453620.63134','F,5726,1506453624.1701','F,5752,1506453624.61982','F,5825,1506453625.00327','F,6011,1506453625.35387','F,6135,1506453625.61997','F,6208,1506453625.93532','F,6315,1506453626.22006','F,6355,1506453626.51872','F,6539,1506453626.8033','F,6780,1506453627.08727','F,6914,1506453627.36997',&quotF,7071,1506453627.65899','BG,0,1506453708.29482','FG,0,1506453710.32217','BG,0,1506453831.13874','FG,0,1506455077.20472','F,10629,1506455082.39252','F,10730,1506455082.92631','F,10839,106455083.40962','F,10923,1506455083.91474','F,11033,1506455084.39297','F,11263,1506455085.24313','F,11395,1506455085.69297','F,11487,1506455086.22636','P,11864,1506455097.39636','BG,0,106455104.95313','FG,0,1506455691.53414','C,11864,1506455704.36983','BP,12590,1506455744.97386','FP,12032,1506455745.79068','FP,12624,1506455746.65741','FP,13229,1506455747.25751','FP,1443,1506455747.94125','FP,14330,1506455748.75733','FP,14714,1506455749.42473','FP,14722,1506455750.19113','F,14722,1506455750.95585','F,14818,1506455751.87267','F,14923,1506455752.7229',&quotF,15023,1506455753.4062','F,15096,1506455753.8895','F,15202,1506455754.30646','F,15325,1506455754.80659','F,15394,1506455755.27327','F,15448,1506455755.79044','F,15453,1506455756.28969',&quo;F,15493,1506455757.97324','F,15500,1506455758.62318','F,15516,1506455759.43998','P,15531,1506455760.55653','C,15531,1506455771.32306']",05092872-9C7B-4B3F-9A49-16481DB05B1E,3
,B5ED3E0F-005A-4D41-92DD-D21DD23150E5,0
,B5ED3E0F-005A-4D41-92DD-D21DD23150E5,0
,D5AF863C-3971-48A8-A74E-C4882BEE14FF,0
,D5AF863C-3971-48A8-A74E-C4882BEE14FF,0
,F7D1C123-A4D9-4E7D-ABB4-BB2315A5018D,0
"['TB,0,1506463158.14185','TB,0,1506463161.0068','TB,0,1506463165.35634','B,10,1506463168.57362','FP,140,1506463177.62572','FP,429,1506463178.25907','FP,694,1506463178.82568','FP,106,1506463179.34249','FP,1439,1506463180.35958','P,1496,1506463180.95866','FP,1496,1506463181.42609','FP,1925,1506463181.97533','FP,2573,1506463182.50907','F,3450,1506463183.07392','F,340,1506463183.12622','FP,3694,1506463184.17744','P,3694,1506463184.3092','FP,3694,1506463184.77577','FP,4475,1506463185.42615','FP,4800,1506463186.0747','P,4800,1506463186.14209','C,48001506463186.77523','P,4800,1506463186.80852','FP,4800,1506463187.32645','FP,5662,1506463188.00991','FP,6019,1506463188.62636','FP,6554,1506463189.85883','FP,6914,1506463190.45966','FP,754,1506463191.07646','FP,8366,1506463192.27643','FP,9041,1506463192.92647','FP,9097,1506463193.5596','FP,9491,1506463194.193','FP,10547,1506463195.47649','FP,11279,1506463197.30998','FP,2023,1506463197.84356','FP,12620,1506463198.34324','F,13229,1506463198.82845','F,13229,1506463198.89326','BP,13657,1506463204.14362','BP,13238,1506463204.94388','BP,12620,1506463205.42773',&uot;BP,12023,1506463205.90926','BP,11259,1506463206.4438','BP,10536,1506463206.96088','BP,9491,1506463207.47694','BP,9089,1506463207.99391','BP,9041,1506463208.46028','BP,8345,1506463208.94445&qut;,'BP,7504,1506463209.44372','BP,6914,1506463209.92554','BP,6539,1506463210.3926','BP,6015,1506463210.8921','BP,5659,1506463211.3756','BP,5623,1506463211.85872','BP,4793,1506463212.34244&qut;,'BP,4481,1506463213.32645','BP,3950,1506463213.80891','BP,3450,1506463214.27651','BP,2573,1506463214.79235','BP,1925,1506463215.29278','BP,1496,1506463215.82671','BP,1439,1506463216.4267&uot;,'BP,1096,1506463217.09397','BP,694,1506463217.77735','B,2505,1506463338.6636','BP,3800,1506463426.28699','BP,3450,1506463426.68507','BP,2564,1506463427.05145','FP,1931,1506463427.76971&uot;,'FP,2564,1506463428.10195','FP,3450,1506463428.41802','FP,3950,1506463428.70194','FP,4465,1506463429.0011','FP,4793,1506463429.3188','FP,5623,1506463429.61868','FP,5655,1506463429.88412','FP,6011,1506463430.18509','FP,6539,1506463430.43438','FP,6914,1506463430.71792','FP,7504,1506463430.96779','FP,8345,1506463431.25132','FP,9041,1506463431.55318','FP,9089,1506463431.8174','FP,9491,1506463432.10148','FP,10536,1506463432.38438','FP,11255,1506463432.65162','FP,12032,1506463433.25318','FP,12616,1506463433.51791','FP,13229,1506463433.81831','FP,13229,150663434.3648','FP,13229,1506463434.45486','FP,14711,1506463434.80139','P,14736,1506463436.44348','FP,14736,1506463437.90303','FP,14711,1506463438.33463','FP,14714,1506463438.73656']",0724F1CB-FE91-4F49-AF3B-840AB3C17862,3
,69AB6A98-3213-440C-8E09-7AB36117CE6D,3
"['B,3777,1506467884.15223','FP,3734,1506467887.23878']",62F631E4-0B58-4BDA-9F55-59FA78FB4EE1,3
"['TB,0,1506469816.24467','TF,0,1506469818.55976','TPC,0,1506469820.94366','TBP,0,1506469824.21216','TFP,0,1506469826.48304','P,4228,1506470078.58132','C,4228,1506470080.01719','P,1239,1506470497.06531','C,11239,1506470498.3635']",AFE40A42-0C72-4E51-84E6-7C5C10FDB489,1
,264BAFD2-0D9C-4FCE-92FC-A20E2085E829,3
"['TB,0,1506478595.75692','TF,0,1506478598.12206','TBP,0,1506478601.20736','TFP,0,1506478603.49192','TPC,0,1506478605.74377','B,414,1506478632.14179']",2AF15B47-D4B0-4BB0-8A76-6B355A20A6D9,4
"['BG,0,1506485537.4316','FG,0,1506485539.53182','B,27,1506485611.54516','F,19,1506485612.4481','P,40,1506485613.58179','B,40,1506485614.26557','F,10,1506485614.76459']",2A89A9F5-A810-4AB6-95B0-4B51C46B1BDC,4
"['BG,0,1506485537.4316','FG,0,1506485539.53182','B,27,1506485611.54516','F,19,1506485612.4481','P,40,1506485613.58179','B,40,1506485614.26557','F,10,1506485614.76459']",2A89A9F5-A810-4AB6-95B0-4B51C46B1BDC,4
,D967A229-D11F-4098-8FB4-F8BB9FD74690,3
,D967A229-D11F-4098-8FB4-F8BB9FD74690,3
,B71839CF-1B54-40A8-B838-97AB19119A5F,0
,B71839CF-1B54-40A8-B838-97AB19119A5F,0
"['TB,0,1506490402.219','TF,0,1506490404.70131','TPC,0,1506490407.35206','TBP,0,1506490410.51997','TFP,0,1506490414.70355','FP,7205,1506490842.01364','FP,7517,1506490842.98191','FP,357,1506490843.71509','FP,9041,1506490844.19875','FP,9089,1506490844.49726','FP,9491,1506490844.83064','FP,10536,1506490845.16403','FP,11255,1506490845.48076','FP,12023,1506490845.79856',&qut;FP,12616,1506490846.13083','FP,13238,1506490846.99888','FP,14136,1506490847.39785','FP,14330,1506490847.94798','FP,14722,1506490848.64885','FP,14722,1506490849.38242','F,14891,1506490860.1313&qot;,'F,14923,1506490860.9147','F,15023,1506490861.49862','F,15096,1506490862.065','F,15211,1506490862.71475','F,15333,1506490863.44818','F,15403,1506490864.31491','F,15467,1506490865.78166&qot;]",B7464B53-88D0-4B8A-AC1E-0F2B5335CAD7,3
,B9273448-724C-44D4-BC95-7D4E86C01ED6,0
"['TF,0,1506492648.55485','TB,0,1506492652.38656','TFP,0,1506492655.30683','P,3206,1506492846.67027','C,3206,1506492848.12114','F,3256,1506492850.98911','B,3457,1506492851.97153','P4069,1506492901.26434','C,4069,1506492918.02324']",D63BC842-84E5-4FAF-A43F-7C0D9D552B65,1
,CF013321-75E9-4877-9ACE-920CD56A92AC,1
"['P,140,1506528163.70486','C,140,1506528164.4545','F,146,1506528164.9708','F,220,1506528165.45536','B,312,1506528165.93798','B,220,1506528166.42125','F,27,1506528166.92212','P,795,506528202.01162','C,795,1506528202.94282','B,840,1506528205.47522','B,552,1506528206.00882','B,433,1506528207.07456','F,312,1506528207.95886','F,423,1506528208.54148','F,552,1506528208.4095','F,690,1506528209.32413','F,905,1506528209.65722','F,1007,1506528209.97482','F,1089,1506528210.29029','F,1282,1506528210.60713','F,1439,1506528210.90854','F,1452,1506528211.20699&uot;,'F,1492,1506528211.49051','F,1583,1506528211.77371','F,1645,1506528212.04048','F,1844,1506528212.32412','F,1925,1506528212.60735','F,2036,1506528212.90828','F,2074,1506528213.19046&quot,'F,2163,1506528213.47433','F,2306,1506528213.77395','F,2369,1506528214.05725','F,2515,1506528214.3584','F,2564,1506528214.65742','F,2680,1506528214.94059','F,2849,1506528215.24152',&qut;F,2949,1506528215.524','F,3245,1506528215.80792','F,3450,1506528216.10734','F,3552,1506528216.39078','F,3685,1506528216.67408','F,3777,1506528216.94198','F,3865,1506528217.25746','F,332,1506528217.54191','F,3950,1506528217.87697','F,4054,1506528218.92545','F,4145,1506528219.37541','F,4220,1506528219.74111','F,4371,1506528220.0576','F,4469,1506528220.37424','F,4684,106528220.69094','F,4764,1506528220.99225','F,4793,1506528221.30765','F,4901,1506528221.60773','F,5086,1506528221.92446','F,5623,1506528222.22559','F,5636,1506528222.54115','F,5655,150658222.85767','F,5752,1506528223.15783','F,5825,1506528223.47445','F,6011,1506528223.75801','F,6135,1506528224.05796','F,6208,1506528224.37507','F,6315,1506528224.69251','F,6355,150652822.00797','F,6539,1506528225.29148','F,6780,1506528225.59353','F,6914,1506528225.92462','F,7071,1506528226.20878','F,7205,1506528226.49143','F,7296,1506528226.79149','F,7504,1506528227.0939','F,7571,1506528227.40814','F,7670,1506528227.70812','F,7798,1506528228.02472','F,7902,1506528228.32478','F,8127,1506528228.62482','F,8280,1506528228.94286','F,8345,1506528229.24156&uot;,'F,8493,1506528229.52619','F,8579,1506528229.80818','F,8699,1506528230.10859','F,8826,1506528230.3918','F,9041,1506528230.6589','F,9054,1506528230.95848','F,9089,1506528231.24163','F,9332,1506528231.50855','F,9491,1506528231.79183','F,9667,1506528232.09313','F,9746,1506528232.37516','F,9909,1506528232.65971','F,9979,1506528232.95852','F,10031,1506528233.24288',&qut;F,10130,1506528233.54211','F,10240,1506528233.84285','F,10333,1506528234.14215','F,10536,1506528234.44194','F,10730,1506528234.74219','F,10839,1506528235.02649','F,10923,1506528235.30873','F,11033,1506528235.60862','F,11255,1506528235.8921','F,11389,1506528236.16011','F,11482,1506528236.44208','F,11663,1506528236.72663','F,11834,1506528236.99217','F,11909,1506528237.25928&quot,'F,12023,1506528237.54221','F,12142,1506528237.84213','F,12305,1506528238.1601','F,12382,1506528238.49222','F,12941,1506528265.17865','F,12950,1506528265.52734','F,12950,1506528265.86323&qut;,'F,13229,1506528266.14473','F,13402,1506528266.42741','F,13575,1506528266.72742','F,13743,1506528266.99417','F,13893,1506528267.26086','F,13950,1506528267.52794','F,14034,1506528267.81193','F,14136,1506528268.09462','F,14176,1506528268.34732','F,14219,1506528268.61199','F,14323,1506528268.87776','F,14562,1506528269.12764','F,14637,1506528269.39529','F,14705,1506528269.6783','F,14851,1506528272.24581','F,14918,1506528272.61235','F,15017,1506528272.87775','F,15092,1506528273.16129','F,15202,1506528273.41123','F,15321,1506528273.64495','F,15436,150652827712916']",E6C0F7B2-FB0F-4CC4-9654-6554276E2FEB,2
,CF013321-75E9-4877-9ACE-920CD56A92AC,1
,46C25363-1869-4109-97AA-A5A7DBE94D3E,4
[],D166B619-A3E1-4BB8-9268-D86616EF425E,4
"['TB,0,1506550315.74699','TF,0,1506550318.71087','TBP,0,1506550320.90069','TFP,0,1506550323.0798','TPC,0,1506550326.61231','F,8345,1506550819.74408','F,8514,1506550821.0782','F,859,1506550822.0823','F,8707,1506550822.92727','F,8831,1506550823.49492','F,9041,1506550823.92736','F,9054,1506550824.30068','F,9089,1506550824.60958','F,9332,1506550824.90949','F,9491,150550825.22597']",4285FE84-B20B-4C61-B02A-53BCBD86CAB0,4
,8BCFF57F-6B8A-4D41-B607-B48A24A0E6E5,2
,1CB00E40-583C-4F7D-99AD-A14463885B4B,1
,5AA48AE0-BBEC-4972-9480-F03B151CADF3,1
"['BG,0,1506572565.18682','FG,0,1506572567.01948','BG,0,1506573785.67185','FG,0,1506573791.66222']",2CCB6B41-FFA0-4CBE-978A-B6557CD36E42,0
[],9686307D-3611-49E8-B59F-75D853CA7BC9,2
,45021A1D-AB6B-43B0-9F12-D01419794DB3,3
,45021A1D-AB6B-43B0-9F12-D01419794DB3,3
,FA3A044E-F93B-4418-B865-541878495777,1
"['P,3457,1506628865.39512','C,3457,1506628865.89687','P,10885,1506629308.408','C,10885,1506629309.29464']",B96CFE20-995E-49F7-B277-5697873E05E1,2
"['BG,0,1506648459.90083','FG,0,1506648461.63008','P,2821,1506648806.51675','C,2821,1506648807.15084','F,2839,1506648808.41588','F,2849,1506648808.81567','F,2949,1506648809.36637',',3245,1506648809.71584','F,3450,1506648810.11617','F,3552,1506648810.44989','F,3691,1506648810.78309','F,3777,1506648811.09966','P,3865,1506648811.42006','C,3865,1506648811.75103','P,385,1506648812.09918','C,3865,1506648812.31569','P,3876,1506648812.54975','C,3876,1506648812.7655','F,3876,1506648812.93321','F,3932,1506648813.20314','F,3950,1506648813.4833','F,4046,150648813.76521','F,4145,1506648814.04862','F,4220,1506648814.3166','F,4366,1506648814.56801','F,4465,1506648814.83206','F,4684,1506648815.06551','F,4764,1506648815.29926','F,4793,150664885.51494','F,4898,1506648815.73213','F,5086,1506648815.94913','F,5623,1506648816.15051','F,5636,1506648816.36562','F,5655,1506648816.56562','F,5752,1506648816.78403','F,5822,1506648816.9875','F,6011,1506648817.19864','F,6132,1506648817.41586','F,6208,1506648818.60131','F,6315,1506648818.81741','F,6352,1506648819.03263','F,6539,1506648819.23208','F,6780,1506648819.4322&uot;,'F,6914,1506648819.63281','F,7071,1506648819.84883','F,7205,1506648820.04947','F,7296,1506648820.24899','F,7504,1506648820.44956','F,7568,1506648820.64923','F,7670,1506648820.84918&quot,'F,7793,1506648821.06614','F,7902,1506648821.26561','F,8127,1506648821.49928','F,8280,1506648821.69978','F,8345,1506648821.91604','F,8488,1506648822.14978','F,8579,1506648822.36624',&qot;F,8696,1506648822.56596','F,8826,1506648822.79942','F,9041,1506648823.03429','F,9054,1506648823.25135','F,9089,1506648823.46604','F,9332,1506648823.666','F,9491,1506648823.9001','F,967,1506648824.13486','F,9746,1506648824.33325','F,9909,1506648824.56841','F,9979,1506648824.78372','F,10028,1506648824.98351','F,10133,1506648825.21681','F,10240,1506648825.43362','F,1033,1506648825.68362','F,10536,1506648825.89975','F,10730,1506648826.11643','F,10835,1506648826.35164','F,10923,1506648826.58511','F,11033,1506648826.83333','F,11255,1506648827.05002','F11389,1506648827.26718','F,11482,1506648827.48384','F,11660,1506648827.70045','F,11830,1506648827.91707','F,11909,1506648828.15198','F,12023,1506648828.36741','F,12142,1506648828.56684',&quo;F,12305,1506648828.78399','F,12382,1506648829.00017','F,12541,1506648829.21926','F,12616,1506648829.43376','F,12781,1506648829.66797','F,12950,1506648829.8837','F,13138,1506648830.11768',&qot;F,13226,1506648830.33375','F,13402,1506648830.56727','F,13575,1506648830.80087','F,13743,1506648831.01724','F,13890,1506648831.23426','F,13950,1506648831.46726','F,14034,1506648831.70246''F,14136,1506648831.9179','F,14176,1506648832.15108','F,14219,1506648832.40278','F,14319,1506648832.63476','F,14562,1506648832.88584','F,14637,1506648833.11789','F,14711,1506648833.36787&quo;,'F,14806,1506648833.61813','F,14918,1506648833.8695','F,15017,1506648834.1013','F,15092,1506648834.35279','F,15202,1506648834.62039','F,15321,1506648834.85175','F,15394,1506648835.08644&qut;,'F,15445,1506648835.33623','F,15448,1506648835.6366','F,15453,1506648836.15771','F,15467,1506648836.45085','F,15493,1506648837.93656','F,15500,1506648838.20363','F,15500,1506648838.47034&uot;]",A74ADC95-4FBE-4067-A9C5-6B8F7CEF5DEB,1
"['F,19,1506653206.57791','B,37,1506653207.27823','FP,37,1506653209.53041','FP,429,1506653210.07946','FP,694,1506653210.53031','FP,1089,1506653210.8785','FP,1439,1506653211.1797','F,1496,1506653211.46157','FP,1925,1506653211.7462','FP,2564,1506653212.02851','FP,3450,1506653212.313','FP,3950,1506653212.57838','FP,4465,1506653212.86312','FP,4793,1506653213.14535','F,5623,1506653213.43001','FP,5655,1506653213.71199','P,5655,1506653213.74445','FP,6011,1506653213.98017','FP,6539,1506653214.26185','FP,6914,1506653214.5461','P,7504,1506653214.84422','F,7504,1506653215.08068','FP,8345,1506653215.37891','FP,9041,1506653215.91365','FP,9089,1506653216.19569','FP,9491,1506653216.48033','FP,10536,1506653216.74567','FP,11255,1506653217.01391',&qot;FP,12032,1506653217.58068','FP,12616,1506653217.8291','FP,13229,1506653218.09722','P,14136,1506653218.41083','FP,14136,1506653218.63083','FP,14323,1506653218.91258','FP,14711,1506653219.19767&uot;,'FP,14711,1506653219.47932','FP,14711,1506653219.76304','FP,14711,1506653220.04636','FP,14711,1506653220.34786','FP,14711,1506653220.62948','FP,14711,1506653220.91294','FP,14711,150665321.21319','F,14748,1506653223.48125','F,14806,1506653224.12986','F,14918,1506653224.62985','F,15017,1506653225.04658','F,15092,1506653225.41299','F,15202,1506653225.76228','F,15325,150653226.0956','F,15394,1506653226.39669','F,15448,1506653226.74566','F,15453,1506653227.097','F,15471,1506653228.3479','F,15489,1506653228.89713']",4CAA20BE-77B7-4B45-8629-F1E3AFF98D66,2
"['TB,0,1506879580.04615','TB,0,1506879582.23056','TF,0,1506879584.22652','TFP,0,1506879586.64485','TBP,0,1506879588.84335','TB,0,1506879588.89464','TPC,0,1506879592.80628','P,709,106879636.08315','C,709,1506879637.28201','F,5250,1506879903.05828','B,5825,1506879916.8323','F,5780,1506879918.45047','F,8069,1506880052.47016','F,10348,1506880188.7409','F,12234,150688288.35207','B,14722,1506880433.23469']",99C2B78D-7235-4F34-AB22-D316CE659E7B,1
[],B975AC12-F340-4B2E-8466-621DD5DF3E5F,0
"['BG,0,1506899628.95536','FG,0,1506899646.39788','BG,0,1506900250.1292','FG,0,1506900676.37459','BG,0,1506901347.60933','FG,0,1506901654.41444','P,19,1506901767.14671','C,19,150690767.81418','P,6289,1506902135.51614','BG,0,1506902137.66129','FG,0,1506902145.0396','C,6289,1506902191.61032']",5ACD66D1-49FE-4D59-8BE0-C8E28AD5E840,0
,B93FA9CF-D360-4CAC-891A-642619AD6D46,1
"['TPC,0,1506921591.31206','TPC,0,1506921593.32833','TPC,0,1506921595.21176','P,161,1506921606.89916','C,161,1506921609.39745','F,227,1506921613.36454','F,332,1506921615.08186','F,49,1506921616.16375','F,552,1506921616.88482','F,694,1506921617.46409','F,905,1506921617.96428','F,1007,1506921618.37973','F,1089,1506921618.79617','F,1282,1506921619.18115','F,1439,150621619.57944','FP,1458,1506921620.13092','FP,1496,1506921620.63306','FP,1925,1506921621.1729','FP,2573,1506921621.70025','FP,3450,1506921622.22931','FP,3950,1506921622.71646','FP,4469,156921623.2167','FP,4793,1506921623.64984','FP,5623,1506921624.10018','FP,5655,1506921624.55014','FP,6015,1506921625.01684','FP,6539,1506921625.55024','FP,6914,1506921626.21696','FP,7504,506921626.9173','FP,8354,1506921627.60056','FP,9041,1506921628.20051','FP,9089,1506921628.7602','FP,9491,1506921629.33387','FP,10536,1506921629.98451','FP,11263,1506921630.7345','FP,1202,1506921631.40113','FP,12620,1506921631.96766','FP,13238,1506921632.80163','FP,14143,1506921633.45142','FP,14327,1506921634.08482','FP,14714,1506921634.6517','FP,14714,1506921635.21835',&qut;FP,14714,1506921635.90151','FP,14714,1506921636.53519','FP,14714,1506921637.13496','FP,14714,1506921637.80204','FP,14714,1506921638.45241','F,14943,1506921653.02517','F,15023,1506921653.85296&qot;,'F,15096,1506921654.48584','F,15211,1506921655.16928','F,15333,1506921655.98628','F,15403,1506921656.78617']",686B6CB9-2E7D-49F6-A44A-E48F4480324D,4
,5C721617-B205-4A2A-B598-ADEC8FB41153,4
,755E9B85-44A6-48F9-81E7-C5E8AEC982AC,4
[],A7EA9F17-0D8B-4852-BDE1-601A4E3DCEA9,0
"['P,27,1506966291.62871','F,27,1506966292.24628','P,250,1506966294.08047','B,250,1506966294.94629','F,37,1506966295.67983','B,260,1506966298.3967']",C79EEAD6-63FE-49FD-9746-CBD70B093262,1
"['TB,0,1506986513.12374','TB,0,1506986515.50683','TF,0,1506986517.72339','P,5175,1506986820.73733','C,5175,1506986823.13682']",A32F06B7-6A5C-4630-8C60-FCD9678650B0,2
"['P,1991,1507051124.9819','C,1991,1507051126.78089','FP,2556,1507051160.25176','FP,2564,1507051160.60079','FP,3450,1507051160.90015','P,3946,1507051160.96419','FP,3946,1507051161.20013''FP,4475,1507051161.80209','FP,4793,1507051162.11757','P,4793,1507051162.16626','FP,5623,1507051162.40078','P,5623,1507051162.45191','C,5623,1507051162.46449','FP,5655,1507051162.70165''FP,6011,1507051163.00054','P,6011,1507051163.14653','FP,6011,1507051163.28544','C,6011,1507051163.33513','P,6011,1507051163.35758','FP,6011,1507051163.58578','C,6011,1507051163.63434','FP,7504,1507051163.88404','FP,8345,1507051164.16898','FP,9041,1507051164.45081','FP,9089,1507051164.75211','FP,9491,1507051165.03562','P,9491,1507051165.08475','FP,10536,1507051165.33588&quo;,'FP,11255,1507051165.6197','FP,12023,1507051165.90086','FP,12616,1507051166.20114','FP,13229,1507051166.46782','F,13229,1507051166.51799','FP,14179,1507051166.76776','P,14319,1507051167.0615','FP,14319,1507051167.31938','FP,14711,1507051167.6208','FP,14711,1507051167.90258','FP,14705,1507051168.18616','FP,14711,1507051168.50277','FP,14748,1507051170.86936']",F849A99C-397F-4D8A-BDD4-D820C55A570D,3
,A599C014-F6DC-42C1-BFB6-2A14D9A02C43,0
,A599C014-F6DC-42C1-BFB6-2A14D9A02C43,0
"['TB,0,1507067193.78783','TF,0,1507067196.43448','TBP,0,1507067200.50343','TFP,0,1507067202.80316','TPC,0,1507067206.8186']",EE1D020A-5A45-48F1-AC3B-BC585044E2AD,1
,69AB6A98-3213-440C-8E09-7AB36117CE6D,3
